shannon,fisher,site
0.297,0.675,5
0.47,0.498,19
0.421,0.542,19
0.384,0.592,5
0.56,0.431,28
0.401,0.566,0
0.282,0.576,16
0.419,0.525,5
0.365,0.541,22
0.311,0.606,11
0.334,0.594,12
0.425,0.55,9
0.501,0.5,30
0.508,0.497,0
0.495,0.444,29
0.53,0.435,29
0.285,0.566,20
0.517,0.435,4
0.269,0.571,27
0.49,0.476,5
0.223,0.607,7
0.244,0.606,7
0.362,0.545,20
0.615,0.387,21
0.385,0.513,20
0.235,0.641,15
0.265,0.579,13
0.274,0.627,8
0.372,0.598,29
0.25,0.591,22
0.186,0.581,23
0.453,0.479,22
0.551,0.45,30
0.208,0.559,31
0.323,0.514,33
0.42,0.538,5
0.571,0.421,0
0.391,0.617,14
0.566,0.38,0
0.503,0.484,9
0.311,0.59,20
0.418,0.511,0
0.383,0.572,11
0.318,0.581,15
0.303,0.635,31
0.297,0.517,17
0.502,0.48,0
0.222,0.517,22
0.294,0.6,20
0.362,0.556,0
0.146,0.536,32
0.31,0.469,11
0.333,0.57,20
0.24,0.589,1
0.213,0.523,31
0.562,0.436,0
0.587,0.367,28
0.552,0.454,0
0.396,0.547,26
0.319,0.541,33
0.194,0.632,33
0.223,0.6,34
0.355,0.543,2
0.278,0.515,34
0.239,0.635,16
0.283,0.566,16
0.293,0.59,18
0.593,0.426,28
0.622,0.37,28
0.265,0.572,33
0.407,0.587,29
0.3,0.519,19
0.592,0.334,0
0.244,0.573,7
0.517,0.507,28
0.361,0.596,5
0.404,0.539,16
0.25,0.609,23
0.508,0.429,9
0.295,0.604,20
0.452,0.556,5
0.393,0.58,1
0.389,0.482,0
0.525,0.51,28
0.356,0.596,5
0.4,0.632,19
0.488,0.463,26
0.29,0.546,17
0.519,0.449,5
0.374,0.621,4
0.333,0.557,2
0.528,0.451,1
0.149,0.599,31
0.326,0.611,7
0.467,0.479,4
0.422,0.527,19
0.291,0.592,11
0.208,0.521,31
0.316,0.616,16
0.407,0.522,5
0.262,0.574,20
0.376,0.601,23
0.289,0.598,20
0.342,0.526,17
0.211,0.538,32
0.196,0.555,22
0.438,0.456,9
0.425,0.561,14
0.336,0.372,15
0.309,0.606,20
0.325,0.598,5
0.441,0.518,5
0.422,0.547,4
0.325,0.558,34
0.384,0.566,6
0.223,0.597,18
0.261,0.693,11
0.444,0.519,5
0.248,0.508,33
0.429,0.538,9
0.367,0.599,29
0.499,0.51,30
0.342,0.641,5
0.344,0.491,34
0.273,0.501,33
0.391,0.586,30
0.258,0.585,20
0.334,0.614,26
0.402,0.599,9
0.39,0.535,8
0.344,0.59,5
0.505,0.479,34
0.396,0.581,5
0.267,0.602,20
0.261,0.64,20
0.162,0.558,32
0.219,0.596,1
0.257,0.604,26
0.318,0.538,5
0.148,0.603,31
0.356,0.55,34
0.517,0.486,5
0.33,0.57,8
0.34,0.511,33
0.214,0.576,31
0.282,0.594,10
0.186,0.494,15
0.392,0.528,1
0.133,0.531,31
0.318,0.636,6
0.594,0.397,3
0.25,0.596,10
0.436,0.492,16
0.595,0.416,9
0.334,0.606,34
0.372,0.574,5
0.321,0.554,20
0.415,0.505,5
0.446,0.551,30
0.429,0.472,10
0.531,0.42,19
0.318,0.62,8
0.424,0.546,30
0.224,0.574,32
0.217,0.601,32
0.149,0.561,31
0.307,0.603,7
0.443,0.476,12
0.451,0.562,19
0.208,0.582,10
0.267,0.597,26
0.362,0.543,7
0.301,0.513,33
0.473,0.474,5
0.335,0.616,6
0.395,0.586,1
0.401,0.579,9
0.334,0.596,22
0.28,0.56,23
0.376,0.494,7
0.274,0.536,31
0.214,0.597,22
0.498,0.473,5
0.332,0.545,17
0.419,0.544,29
0.418,0.526,25
0.388,0.565,29
0.372,0.503,16
0.407,0.556,2
0.321,0.581,23
0.445,0.482,29
0.428,0.603,29
0.322,0.629,20
0.369,0.537,1
0.457,0.527,9
0.376,0.543,6
0.39,0.512,5
0.441,0.481,34
0.567,0.437,5
0.469,0.532,0
0.211,0.531,22
0.162,0.604,17
0.402,0.543,20
0.435,0.463,16
0.598,0.445,21
0.418,0.545,20
0.425,0.533,14
0.32,0.599,20
0.634,0.365,28
0.306,0.571,31
0.44,0.571,19
0.565,0.383,9
0.632,0.363,9
0.49,0.469,30
0.529,0.425,16
0.292,0.625,20
0.382,0.494,10
0.299,0.555,2
0.179,0.62,33
0.254,0.571,20
0.366,0.535,9
0.382,0.549,20
0.274,0.555,25
0.156,0.583,27
0.529,0.472,21
0.575,0.425,19
0.531,0.496,21
0.275,0.598,10
0.234,0.537,19
0.268,0.488,23
0.271,0.487,20
0.412,0.474,19
0.152,0.582,22
0.251,0.527,17
0.393,0.534,2
0.334,0.575,13
0.349,0.565,6
0.365,0.552,8
0.325,0.624,5
0.391,0.575,20
0.304,0.626,16
0.29,0.634,6
0.556,0.44,3
0.311,0.555,34
0.192,0.554,33
0.188,0.54,17
0.184,0.572,23
0.269,0.578,23
0.406,0.611,5
0.324,0.593,34
0.296,0.604,16
0.354,0.5,33
0.291,0.578,5
0.234,0.703,20
0.349,0.567,2
0.382,0.569,1
0.278,0.613,34
0.254,0.589,10
0.427,0.502,16
0.517,0.46,0
0.205,0.521,20
0.574,0.445,5
0.393,0.535,1
0.266,0.629,33
0.463,0.499,23
0.383,0.569,6
0.327,0.544,22
0.534,0.518,28
0.232,0.603,22
0.389,0.552,6
0.267,0.595,33
0.589,0.412,28
0.444,0.499,29
0.379,0.533,11
0.319,0.547,20
0.542,0.467,21
0.361,0.597,2
0.469,0.488,29
0.328,0.619,2
0.366,0.533,20
0.513,0.405,3
0.36,0.593,10
0.252,0.59,18
0.224,0.563,20
0.409,0.463,8
0.361,0.558,10
0.417,0.511,9
0.364,0.655,20
0.244,0.61,14
0.249,0.608,18
0.316,0.646,2
0.348,0.55,22
0.273,0.635,5
0.316,0.541,26
0.286,0.644,5
0.285,0.554,17
0.245,0.644,8
0.218,0.574,34
0.425,0.524,4
0.37,0.57,2
0.413,0.614,0
0.257,0.544,32
0.299,0.634,10
0.241,0.594,20
0.527,0.458,28
0.425,0.497,5
0.187,0.539,13
0.405,0.599,19
0.415,0.557,29
0.452,0.489,1
0.309,0.587,5
0.305,0.506,33
0.416,0.561,1
0.446,0.541,19
0.354,0.622,19
0.425,0.545,19
0.424,0.543,5
0.239,0.54,31
0.393,0.544,5
0.539,0.482,3
0.355,0.617,5
0.35,0.559,14
0.41,0.543,10
0.252,0.592,8
0.301,0.531,23
0.463,0.552,9
0.151,0.587,31
0.366,0.505,33
0.237,0.533,15
0.222,0.636,18
0.149,0.664,18
0.31,0.594,11
0.21,0.516,7
0.351,0.569,5
0.356,0.557,16
0.307,0.576,5
